            SourceId      RAdeg     DEdeg  o_Gmag  o_GBPmag  o_GRPmag          Per    Gmag  GBPmag  GRPmag      R21      R31    Phi21    Phi31    Plx  e_Plx  E(BP/RP)   epsi  Signiepsi    RUWE       Class   New     Notes
 2255716965596757632  283.25493  67.54502      39        34        29     1.483780  16.823  17.054  16.431    0.506    0.325    4.381    2.579  0.024  0.060     1.251  0.257      2.321   1.064      ACEP_F  -999       f,g
 5979980380479944704  257.16725 -32.90293      24        21        20     1.484440  16.089  16.791  15.199    0.352 -999.000    4.193 -999.000 -0.079  0.076     1.368  0.181      1.679   1.109       BLHER  -999      -999
 5887206917823792896  230.79196 -53.84788      30        29        30     1.492030  16.871  17.642  15.823    0.293 -999.000    4.018 -999.000  0.096  0.084     1.486  0.269      2.496   1.070       BLHER     N       f,g
 5959326393755405440  262.60306 -41.06312      14        13        13     1.492410  17.344  17.968  16.451    0.368 -999.000    4.035 -999.000  0.276  0.156     1.394  0.000      0.000   0.955       OTHER  -999      -999
 2842394208144893184  347.50925  24.04130      45        38        37     1.495260  13.867  14.135  13.413    0.398    0.189    4.297    2.449  0.022  0.021     1.205  0.000      0.000   1.046      ACEP_F  -999      -999
 4321358774850542720  293.34054  15.42136      31        24        28     1.495490  16.636  18.067  15.423    0.333 -999.000    4.984 -999.000  0.198  0.076     1.511  0.226      2.023   0.983       BLHER     N       f,g
 4476204303032774144  271.14323   8.33016      19        17        17     1.495650  13.736  14.080  13.191 -999.000 -999.000 -999.000 -999.000  0.259  0.023     1.238  0.000      0.000   1.002         ---  -999      NC:b
 4633068873888274304   39.26621 -77.05075      31        25        25     1.500710  17.996  18.255  17.536    0.231 -999.000    4.238 -999.000  0.127  0.100     1.202  0.000      0.000   0.954      ACEP_F  -999      -999
 2638680812622984960  348.86058  -1.37463      20        16        16     1.502010  17.570  17.917  17.241    0.356 -999.000    4.050 -999.000  0.125  0.127     1.225  0.000      0.000   0.907      ACEP_F  -999         a
 5533237604747205120  122.05543 -43.25773      29        28        28     1.502550  13.936  14.371  13.325    0.218    0.074    4.341    2.423  0.042  0.018     1.235  0.000      0.000   0.991     DCEP_1O  -999      -999
 6202643815850452480  220.96496 -36.27786      17        14        14     1.503550  16.891  17.374  16.428    0.269    0.230    4.076    3.102  0.117  0.122     1.211  0.000      0.000   0.986       OTHER  -999      -999
 5358910242322441728  156.36040 -49.71796      40        35        33     1.508150  15.471  15.873  14.889    0.327    0.205    4.153    0.743  0.055  0.040     1.268  0.000      0.000   1.103       BLHER  -999      -999
 2039259925382537856  289.16386  30.20461      31        31        31     1.510080  15.271  15.607  14.691    0.207    0.087    4.498    5.133  0.054  0.029     1.269  0.000      0.000   0.945       BLHER  -999      -999
 6058510868128651136  181.63975 -61.26643      37        30        25     1.512400  12.043  12.102  11.869    0.571 -999.000    4.068 -999.000  0.443  0.029     1.190  0.000      0.000   0.878       OTHER  -999      -999
 5788544307788298880  182.40606 -78.68392      29        26        25     1.513590  14.492  14.995  14.091    0.532    0.238    4.352    2.260  0.037  0.019     1.233  0.000      0.000   1.074       BLHER  -999      -999
 6144045107427693824  180.48000 -46.27818      31        25        26     1.520050  12.236  12.493  11.835    0.389    0.104    4.038    0.383  0.248  0.036     1.224  0.000      0.000   1.031       BLHER  -999      -999
 6205030103979131520  224.56770 -32.87259      20        20        20     1.524940  15.612  15.813  15.248    0.313 -999.000    4.202 -999.000  0.314  0.056     1.207  0.000      0.000   0.926       OTHER  -999      -999
 5321579073778197888  130.00710 -52.33019      28        29        30     1.530450  15.251  15.902  14.478    0.475    0.289    4.111    2.002  0.053  0.026     1.284  0.000      0.000   0.968      DCEP_F  -999      -999
  453187361189392128   43.53508  53.19890      33        26        23     1.530550  17.393  17.757  16.849    0.366 -999.000    4.143 -999.000 -0.012  0.101     1.235  0.000      0.000   1.020         ---  -999    NC:c,b
 4261193498570673920  288.77201  -2.36705      17        17        17     1.542290  14.795  15.365  14.030    0.538    0.318    4.732    0.410  0.131  0.041     1.294  0.000      0.000   1.000       BLHER  -999      -999
 3398373219190569472   86.38693  18.50497      14        15        15     1.542690  12.629  13.392  11.774 -999.000 -999.000 -999.000 -999.000  0.759  0.053     1.300  0.000      0.000   0.954       OTHER  -999      -999
 5449662935635125248  162.23461 -34.48103      33        29        26     1.549930  14.782  15.072  14.318    0.469 -999.000    4.471 -999.000  0.005  0.031     1.210  0.000      0.000   0.996      ACEP_F     N      -999
 4691766748813216256   16.65339 -70.10096      32        27        29     1.554110  17.918  18.086  17.475    0.507    0.282    4.558    3.074  0.098  0.105     1.235  0.164      0.332   1.086      ACEP_F  -999      -999
 4685201049488750080    3.74093 -75.32324      29        26        25     1.557920  17.605  17.852  17.189    0.531 -999.000    3.799 -999.000  0.095  0.080     1.194  0.000      0.000   0.998      ACEP_F  -999      -999
 5254969315034689536  153.99507 -60.16116      30        22        22     1.562430  18.311  19.017  17.246    0.206 -999.000    4.512 -999.000  0.470  0.141     1.521  0.424      1.300   1.061       OTHER  -999      -999
 6715705353307835776  286.24834 -41.24300      15        15        14     1.566820  11.926  12.747  11.025 -999.000 -999.000 -999.000 -999.000  0.077  0.054     1.389  0.000      0.000   0.961     DCEP_1O  -999         e
 5279103771359717760   98.49359 -69.58687      24        24        24     1.567340  15.907  16.133  15.518    0.240 -999.000    4.071 -999.000 -0.030  0.036     1.207  0.000      0.000   1.017     DCEP_1O     N         g
 6008381624727734784  237.76802 -39.75981      38        31        33     1.572440  17.101  17.915  16.198    0.513    0.339    4.484    2.795  0.065  0.110     1.390  0.190      1.063   1.057      DCEP_F     N      -999
 4649187405119614848   75.03872 -75.15255      22        22        19     1.574910  16.971  17.252  16.489    0.406    0.173    4.087    2.007 -0.016  0.064     1.232  0.161      0.687   1.056      DCEP_F  -999      -999
 4108167833903339520  259.75244 -27.43467      20        18        18     1.581180  16.782  17.653  15.711    0.321 -999.000    4.470 -999.000 -0.002  0.083     1.470  0.000      0.000   0.941      DCEP_F     N      -999
 3283721030024735360   66.13740   4.12332      22        23        21     1.583770   9.542   9.901   8.984    0.393 -999.000    4.865 -999.000  1.115  0.051     1.141  0.000      0.000   1.075       BLHER  -999      -999
 4381270235704822656  253.81620   0.16463      40        30        31     1.586810  17.744  18.163  17.203    0.499    0.298    4.444    2.635 -0.028  0.126     1.242  0.000      0.000   1.015      ACEP_F  -999      -999
 5833028040040620288  239.41133 -60.86481      36        30        29     1.589110  16.819  17.374  15.988    0.196    0.250    4.988    1.910  0.080  0.086     1.352  0.199      1.504   1.106       BLHER     N       c,g
 4692022866304563584   15.35135 -69.06865      33        26        23     1.590070  17.865  18.103  17.408    0.354    0.197    4.108    2.310 -0.044  0.105     1.234  0.275      0.889   1.029      ACEP_F  -999      -999
 1433202480409390848  259.90020  57.90430      28        25        25     1.590360  18.007  18.214  17.569    0.276    0.091    4.518    2.978  0.044  0.106     1.240  0.221      0.485   1.038      ACEP_F  -999      -999
 4389902192257874560  260.01222   3.81550      22        20        18     1.596600  13.071  13.396  12.632    0.325 -999.000    4.483 -999.000  0.190  0.027     1.217  0.000      0.000   1.221       BLHER  -999      -999
 6060984906707154688  191.38880 -57.06072      52        51        49     1.597370  15.597  15.991  14.968    0.528    0.326    4.352    2.521  0.016  0.044     1.271  0.000      0.000   1.008      ACEP_F  -999      -999
  260197781746646528   70.89719  50.73200      35        33        32     1.600740  15.275  15.621  14.741    0.398 -999.000    3.862 -999.000  0.217  0.040     1.231  0.000      0.000   0.919       OTHER  -999      -999
 2049531563002338432  288.98478  34.45224      26        19        20     1.601340  12.303  12.659  11.803    0.179 -999.000    5.224 -999.000  0.319  0.029     1.220  0.000      0.000   1.160       BLHER  -999      -999
 4691023998645738368   17.49608 -69.93794      24        18        17     1.608210  16.704  16.829  16.305    0.485    0.291    3.845    1.465 -0.048  0.062     1.284  0.000      0.000   0.966      DCEP_F  -999      -999
 5236253535532145792  178.47741 -66.15551      31        32        31     1.612210  15.406  16.070  14.584    0.215 -999.000    4.546 -999.000 -0.044  0.031     1.304  0.000      0.000   0.958     DCEP_1O     N         c
 4652839746530357120   72.51981 -73.13928      31        25        26     1.612610  16.328  16.630  15.906    0.191 -999.000    4.678 -999.000 -0.002  0.042     1.199  0.000      0.000   0.978     DCEP_1O  -999      -999
 3665617423060748288  208.93301   3.76453      17        15        12     1.613390  16.858  17.166  16.392    0.258 -999.000    5.133 -999.000 -0.176  0.084     1.213  0.000      0.000   1.043         CEP  -999     c,e,i
 4215811980747489536  303.74387  -8.08511      31        27        26     1.619090  16.679  16.901  16.299    0.348 -999.000    4.356 -999.000  0.037  0.111     1.217  0.000      0.000   1.010         ---  -999    NC:c,d
 4149414427752794496  266.30054 -13.80606      21        20        20     1.620380  15.726  16.209  14.979    0.611 -999.000    3.988 -999.000 -0.072  0.045     1.289  0.000      0.000   0.990         ---  -999    NC:c,e
 4650261219962135424   85.33831 -74.16668      24        23        22     1.620490  16.913  17.292  16.433    0.440    0.197    3.962    2.069 -0.036  0.068     1.243  0.000      0.000   0.969      DCEP_F  -999      -999
 5062257602797484416   39.72285 -34.51354      54        37        34     1.621760  19.613  19.688  19.068    0.463    0.297    4.401    2.629 -0.091  0.346     1.295  0.095      0.018   1.046      ACEP_F  -999       c,e
 4690389954099065984   11.18371 -70.34446      31        29        28     1.621800  17.504  17.727  17.090    0.220 -999.000    4.597 -999.000  0.004  0.087     1.244  0.115      0.234   1.085     DCEP_1O  -999      -999
  426580107514101376   15.41660  60.59426      44        42        42     1.624770  14.874  15.516  14.072    0.389    0.287    3.940    2.122  0.078  0.031     1.306  0.000      0.000   1.042      DCEP_F     N      -999
 1682922431734385152  190.34050  69.67664      33        26        26     1.629030  14.769  15.010  14.359    0.425    0.195    4.473    2.556  0.003  0.020     1.192  0.000      0.000   1.060       BLHER  -999       c,g
 6249649277967449216  242.81206 -16.86116      21        19        18    13.216000  12.468  12.962  11.784    0.350    0.235    6.569    1.229  0.060  0.047     1.232  0.000      0.000   0.975        WVIR  -999       a,h
 5814122315506225792  260.80252 -63.89656      35        34        32     1.639800  11.980  12.335  11.492 -999.000 -999.000 -999.000 -999.000  0.418  0.040     1.247  0.000      0.000   1.149       BLHER  -999      -999
 4633993842341089152   31.03923 -77.07734      28        24        25     1.641480  17.454  17.727  16.999    0.261 -999.000    4.356 -999.000 -0.063  0.073     1.222  0.059      0.071   1.040     DCEP_1O  -999      -999
 4684545126380271488   15.02763 -75.21117      23        17        19     1.641780  15.998  16.225  15.640    0.141 -999.000    4.351 -999.000  0.017  0.041     1.213  0.000      0.000   0.956     DCEP_1O  -999      -999
 4650241016434474624   86.69286 -73.38162      26        21        22     1.642230  16.142  16.447  15.716    0.217 -999.000    3.948 -999.000 -0.040  0.042     1.219  0.000      0.000   0.940     DCEP_1O  -999      -999
 4684195339947360512    6.98869 -76.24706      38        35        37     1.642720  17.577  17.855  17.099    0.403    0.294    4.016    2.065  0.108  0.084     1.237  0.000      0.000   0.971      DCEP_F  -999      -999
 5238583980437740416  165.04708 -66.57781      30        29        30     1.643380  14.572  15.072  13.887    0.093 -999.000    4.407 -999.000 -0.011  0.021     1.259  0.000      0.000   0.939     DCEP_1O     N      -999
 2031982665929461504  296.05399  29.68730      32        26        27     1.644100  16.222  17.133  15.309    0.667 -999.000    4.027 -999.000  0.016  0.051     1.366  0.073      0.353   1.038      DCEP_F     N      -999
 5956637576761601536  269.55839 -42.45991      17        17        16     1.650980  13.632  14.309  12.846    0.232 -999.000    2.060 -999.000  0.396  0.030     1.279  0.000      0.000   1.055       OTHER  -999      -999
 3541660994702826624  175.08926 -21.25073      41        35        36     1.654810  14.265  14.612  13.924    0.605    0.459    5.041    2.480  0.040  0.031     1.203  0.000      0.000   1.126       BLHER  -999      -999
